编号,姓名,属性,弱点,数据,imgs
59,风速狗,火,水地面岩石,身高1.9 m分類傳說寶可夢體重155.0 kg性別/特性威嚇引火特性威嚇出場時威嚇對手，使其退縮，從而降低對手的攻擊。特性引火受到火屬性的招式攻擊時，吸收火焰，讓自己使出的火屬性招式變強。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/7ef9e71e9dc624e5558d7b4619f75ea8659eff55.png
59,风速狗,火岩石,水格鬥地面岩石,身高2.0 m分類傳說寶可夢體重168.0 kg性別/特性威嚇引火特性威嚇出場時威嚇對手，使其退縮，從而降低對手的攻擊。特性引火受到火屬性的招式攻擊時，吸收火焰，讓自己使出的火屬性招式變強。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/f5f24c200a43eacd566f7df5af349860ae37dbb5.png
60,蚊香蝌蚪,水,草電,身高0.6 m分類蝌蚪寶可夢體重12.4 kg性別/特性儲水濕氣特性儲水受到水屬性的招式攻擊時，不會受到傷害，而是會回復。特性濕氣透過把周圍都弄濕，使誰都無法使用自爆等爆炸類的招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/8e8d47c5af6084904793496ddddb3e5f516e79f7.png
61,蚊香君,水,草電,身高1.0 m分類蝌蚪寶可夢體重20.0 kg性別/特性儲水濕氣特性儲水受到水屬性的招式攻擊時，不會受到傷害，而是會回復。特性濕氣透過把周圍都弄濕，使誰都無法使用自爆等爆炸類的招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/7e16ace7443d45cc1def215c8cf82beefc69041c.png
63,凯西,超能力,蟲幽靈惡,身高0.9 m分類念力寶可夢體重19.5 kg性別/特性同步精神力特性同步將自己的中毒、麻痺或灼傷狀態傳染給對手。特性精神力靠著經過鍛鍊的精神，不會因對手的攻擊而畏縮。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/5d05e6f2393a6a72fb36da26a79fd3db95ae7412.png
64,勇基拉,超能力,蟲幽靈惡,身高1.3 m分類念力寶可夢體重56.5 kg性別/特性同步精神力特性同步將自己的中毒、麻痺或灼傷狀態傳染給對手。特性精神力靠著經過鍛鍊的精神，不會因對手的攻擊而畏縮。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/96613b8fe63edfdf800cde823078fadc6ea9aae9.png
65,胡地,超能力,蟲幽靈惡,身高1.5 m分類念力寶可夢體重48.0 kg性別/特性同步精神力特性同步將自己的中毒、麻痺或灼傷狀態傳染給對手。特性精神力靠著經過鍛鍊的精神，不會因對手的攻擊而畏縮。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/265d42cf68deea0a54dacf3a4f1953198f55ad53.png
65,超级胡地,超能力,蟲幽靈惡,身高1.2 m分類念力寶可夢體重48.0 kg性別/特性複製特性複製出場時，複製對手的特性，變為與之相同的特性。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/6ef57b70dc74663cc1c203d7006e69cbad6bb15f.png
66,腕力,格鬥,飛行超能力妖精,身高0.8 m分類怪力寶可夢體重19.5 kg性別/特性毅力無防守特性毅力陷入異常狀態時，會拿出毅力，攻擊會提高。特性無防守由於無防守戰術，雙方使出的招式都必定會擊中。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/0074c7d90ce7d2a6926d28fe777d2bcb0b4ccb0b.png
67,豪力,格鬥,飛行超能力妖精,身高1.5 m分類怪力寶可夢體重70.5 kg性別/特性毅力無防守特性毅力陷入異常狀態時，會拿出毅力，攻擊會提高。特性無防守由於無防守戰術，雙方使出的招式都必定會擊中。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/634e1c205ab72071fe941043f816a9e2f31db3ae.png
68,怪力,格鬥,飛行超能力妖精,身高1.6 m分類怪力寶可夢體重130.0 kg性別/特性毅力無防守特性毅力陷入異常狀態時，會拿出毅力，攻擊會提高。特性無防守由於無防守戰術，雙方使出的招式都必定會擊中。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/8f2f69ae05bd6c76f0d6fe6d03f1e22ec1a8010a.png
68,怪力,格鬥,飛行超能力妖精,身高25.0 m〜分類-體重???.? kg性別/特性毅力無防守特性毅力陷入異常狀態時，會拿出毅力，攻擊會提高。特性無防守由於無防守戰術，雙方使出的招式都必定會擊中。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/aae2243d7c93e2cba33b000fbd92fcb050157d4e.png
68,怪力,格鬥,飛行超能力妖精,身高25.0 m〜分類-體重???.? kg性別/特性毅力無防守特性毅力陷入異常狀態時，會拿出毅力，攻擊會提高。特性無防守由於無防守戰術，雙方使出的招式都必定會擊中。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/aae2243d7c93e2cba33b000fbd92fcb050157d4e.png
69,喇叭芽,草毒,火冰飛行超能力,身高0.7 m分類花寶可夢體重4.0 kg性別/特性葉綠素特性葉綠素天氣為晴朗時，速度會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/47ae88a63c66e32e957da303ad50b72268e097e4.png
70,口呆花,草毒,火冰飛行超能力,身高1.0 m分類捕蠅寶可夢體重6.4 kg性別/特性葉綠素特性葉綠素天氣為晴朗時，速度會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/b19541cee78bc2a00eb3f59f7a2fcca67469eb78.png
71,大食花,草毒,火冰飛行超能力,身高1.7 m分類捕蠅寶可夢體重15.5 kg性別/特性葉綠素特性葉綠素天氣為晴朗時，速度會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/f010b09344a212ecb98c6f209233c0661db0e7a8.png
72,玛瑙水母,水毒,電地面超能力,身高0.9 m分類水母寶可夢體重45.5 kg性別/特性恆淨之軀污泥漿特性恆淨之軀不會因對手的招式或特性而被降低能力。特性污泥漿吸收了污泥漿的對手會因為強烈的惡臭而使得ＨＰ減少。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/3da5f9c26f39884f5f44a861e6965fdc1722241b.png
73,毒刺水母,水毒,電地面超能力,身高1.6 m分類水母寶可夢體重55.0 kg性別/特性恆淨之軀污泥漿特性恆淨之軀不會因對手的招式或特性而被降低能力。特性污泥漿吸收了污泥漿的對手會因為強烈的惡臭而使得ＨＰ減少。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/e8720bf3fe40182141dc5f442f5fb83eff544a6e.png
74,小拳石,岩石地面,水草冰格鬥地面鋼,身高0.4 m分類岩石寶可夢體重20.0 kg性別/特性堅硬腦袋結實特性堅硬腦袋即使使出會受反作用力傷害的招式，ＨＰ也不會減少。特性結實在ＨＰ全滿時受到招式攻擊不會被一擊打倒。一擊必殺的招式也沒有效果。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/4b483c95c2124018519380eaa06cc657c5b76a64.png
74,小拳石,岩石電,水草格鬥地面,身高0.4 m分類岩石寶可夢體重20.3 kg性別/特性磁力結實特性磁力用磁力吸住鋼屬性的寶可夢，使其無法逃走。特性結實在ＨＰ全滿時受到招式攻擊不會被一擊打倒。一擊必殺的招式也沒有效果。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/c8870cfb5aae00c6b70d6550721b5bf51c73bf52.png
75,隆隆石,岩石地面,水草冰格鬥地面鋼,身高1.0 m分類岩石寶可夢體重105.0 kg性別/特性堅硬腦袋結實特性堅硬腦袋即使使出會受反作用力傷害的招式，ＨＰ也不會減少。特性結實在ＨＰ全滿時受到招式攻擊不會被一擊打倒。一擊必殺的招式也沒有效果。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/f3ae64c5acf41a159e07b63da847cccc773bb184.png
75,隆隆石,岩石電,水草格鬥地面,身高1.0 m分類岩石寶可夢體重110.0 kg性別/特性磁力結實特性磁力用磁力吸住鋼屬性的寶可夢，使其無法逃走。特性結實在ＨＰ全滿時受到招式攻擊不會被一擊打倒。一擊必殺的招式也沒有效果。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/c91fbd40a228a6caa5f9b128715790fd536be2d6.png
76,隆隆岩,岩石地面,水草冰格鬥地面鋼,身高1.4 m分類重量級寶可夢體重300.0 kg性別/特性堅硬腦袋結實特性堅硬腦袋即使使出會受反作用力傷害的招式，ＨＰ也不會減少。特性結實在ＨＰ全滿時受到招式攻擊不會被一擊打倒。一擊必殺的招式也沒有效果。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/02fb8976b07089e975a9911ae2ff1327b5e3340d.png
76,隆隆岩,岩石電,水草格鬥地面,身高1.7 m分類重量級寶可夢體重316.0 kg性別/特性磁力結實特性磁力用磁力吸住鋼屬性的寶可夢，使其無法逃走。特性結實在ＨＰ全滿時受到招式攻擊不會被一擊打倒。一擊必殺的招式也沒有效果。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/b7df1424a881e4d3232e6dd0ebc9d1908309e588.png
77,小火马,火,水地面岩石,身高1.0 m分類火馬寶可夢體重30.0 kg性別/特性逃跑引火特性逃跑一定能從野生寶可夢那裡逃走。特性引火受到火屬性的招式攻擊時，吸收火焰，讓自己使出的火屬性招式變強。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/dacab2be1777c14ed7da12824dd85c2cdbd2ebf9.png
77,小火马,超能力,蟲幽靈惡,身高0.8 m分類一角寶可夢體重24.0 kg性別/特性逃跑粉彩護幕特性逃跑一定能從野生寶可夢那裡逃走。特性粉彩護幕自己和我方同伴都不會陷入中毒的異常狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/5dc1659954564f3015fc72060bbd87b98808aed4.png
78,烈焰马,火,水地面岩石,身高1.7 m分類火馬寶可夢體重95.0 kg性別/特性逃跑引火特性逃跑一定能從野生寶可夢那裡逃走。特性引火受到火屬性的招式攻擊時，吸收火焰，讓自己使出的火屬性招式變強。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/cb874883fcffc227e8d065e275221e1e05ece46c.png
78,烈焰马,超能力妖精,毒幽靈鋼,身高1.7 m分類一角寶可夢體重80.0 kg性別/特性逃跑粉彩護幕特性逃跑一定能從野生寶可夢那裡逃走。特性粉彩護幕自己和我方同伴都不會陷入中毒的異常狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/ef678c969aef014b48cf390e0e04e3f0096020c9.png
79,呆呆兽,水超能力,草電蟲幽靈惡,身高1.2 m分類憨憨寶可夢體重36.0 kg性別/特性遲鈍我行我素特性遲鈍感覺遲鈍，不會陷入著迷和被挑釁狀態。面對威嚇也不會動搖。特性我行我素因為我行我素，不會陷入混亂狀態。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/441132f5cdf87b0e46f96952f16c2dfc75911054.png
79,呆呆兽,超能力,蟲幽靈惡,身高1.2 m分類憨憨寶可夢體重36.0 kg性別/特性貪吃鬼我行我素特性貪吃鬼原本ＨＰ變得很少時才會吃的樹果，在ＨＰ還有一半時就會把它吃掉。特性我行我素因為我行我素，不會陷入混亂狀態。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/e1c9ec78e7a009185df15c4defd0db6b0c1a5727.png
80,呆壳兽,水超能力,草電蟲幽靈惡,身高1.6 m分類寄居蟹寶可夢體重78.5 kg性別/特性遲鈍我行我素特性遲鈍感覺遲鈍，不會陷入著迷和被挑釁狀態。面對威嚇也不會動搖。特性我行我素因為我行我素，不會陷入混亂狀態。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/4d93d1171a1b9551989b17b4ae6838e4e9e98378.png
80,超级呆壳兽,水超能力,草電蟲幽靈惡,身高2.0 m分類寄居蟹寶可夢體重120.0 kg性別/特性硬殼盔甲特性硬殼盔甲被堅硬的殼保護著，對手的攻擊不會擊中要害。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/b4ff1375aa8d23aff0cc09a2f96773fbdd8e3843.png
80,超级呆壳兽,水超能力,草電蟲幽靈惡,身高2.0 m分類寄居蟹寶可夢體重120.0 kg性別/特性硬殼盔甲特性硬殼盔甲被堅硬的殼保護著，對手的攻擊不會擊中要害。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/b4ff1375aa8d23aff0cc09a2f96773fbdd8e3843.png
80,呆壳兽,毒超能力,地面幽靈惡,身高1.6 m分類寄居蟹寶可夢體重70.5 kg性別/特性速擊我行我素特性速擊有時能比對手先一步行動。特性我行我素因為我行我素，不會陷入混亂狀態。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/3862fc122debc9675749142a7c76f1a64dbbc60d.png
81,小磁怪,電鋼,火格鬥地面,身高0.3 m分類磁鐵寶可夢體重6.0 kg性別特性磁力結實特性磁力用磁力吸住鋼屬性的寶可夢，使其無法逃走。特性結實在ＨＰ全滿時受到招式攻擊不會被一擊打倒。一擊必殺的招式也沒有效果。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/8dfff91e7e39b06d0a9fcfb414565b25de55bdf1.png
82,三合一磁怪,電鋼,火格鬥地面,身高1.0 m分類磁鐵寶可夢體重60.0 kg性別特性磁力結實特性磁力用磁力吸住鋼屬性的寶可夢，使其無法逃走。特性結實在ＨＰ全滿時受到招式攻擊不會被一擊打倒。一擊必殺的招式也沒有效果。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/5f8732c548e90780b660f65926e5567755aa2a6c.png
83,大葱鸭,一般飛行,電冰岩石,身高0.8 m分類黃嘴鴨寶可夢體重15.0 kg性別/特性銳利目光精神力特性銳利目光靠著銳利的目光，命中率不會被降低。特性精神力靠著經過鍛鍊的精神，不會因對手的攻擊而畏縮。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/810c4dc60ff4f315216717a2ecaa3c7dfe3fcf09.png
83,大葱鸭,格鬥,飛行超能力妖精,身高0.8 m分類黃嘴鴨寶可夢體重42.0 kg性別/特性不屈之心特性不屈之心每次畏縮時，不屈之心就會燃起，速度也會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/47201403d2e427655cb49df00895018ef8d750fd.png
84,嘟嘟,一般飛行,電冰岩石,身高1.4 m分類兩頭鳥寶可夢體重39.2 kg性別/特性逃跑早起特性逃跑一定能從野生寶可夢那裡逃走。特性早起即使陷入睡眠狀態，也能以２倍的速度提早醒來。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/63ff86cee884446925e664d99b82e3e8de988412.png
85,嘟嘟利,一般飛行,電冰岩石,身高1.8 m分類三頭鳥寶可夢體重85.2 kg性別/特性逃跑早起特性逃跑一定能從野生寶可夢那裡逃走。特性早起即使陷入睡眠狀態，也能以２倍的速度提早醒來。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/de41d6a29c38d65f1f39bc5ecb3afe30c5e057eb.png
86,小海狮,水,草電,身高1.1 m分類海獅寶可夢體重90.0 kg性別/特性厚脂肪濕潤之軀特性厚脂肪被厚厚的脂肪保護著，能夠讓火屬性和冰屬性招式的傷害減半。特性濕潤之軀天氣為下雨時，會治癒異常狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/fc1342f9b5bc761333a44d74dc47ba0ff30ad6c8.png
87,白海狮,水冰,草電格鬥岩石,身高1.7 m分類海獅寶可夢體重120.0 kg性別/特性厚脂肪濕潤之軀特性厚脂肪被厚厚的脂肪保護著，能夠讓火屬性和冰屬性招式的傷害減半。特性濕潤之軀天氣為下雨時，會治癒異常狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/2a2e293a8524ac94136bada7346ddfe57e12e47e.png
88,臭泥,毒,地面超能力,身高0.9 m分類污泥寶可夢體重30.0 kg性別/特性惡臭黏著特性惡臭發出臭氣，在攻擊的時候，有時會使對手畏縮。特性黏著道具會黏在具有黏性的身體上，不會被對手奪走。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/57f22ceb2f8765f927ff3fd1f4b4bf52a7033097.png
88,臭泥,毒惡,地面,身高0.7 m分類污泥寶可夢體重42.0 kg性別/特性毒手貪吃鬼特性毒手有時僅是接觸就能讓對手中毒。特性貪吃鬼原本ＨＰ變得很少時才會吃的樹果，在ＨＰ還有一半時就會把它吃掉。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/61096756c8bfed61fbcc938bd3d964012f00cc89.png
89,臭臭泥,毒,地面超能力,身高1.2 m分類污泥寶可夢體重30.0 kg性別/特性惡臭黏著特性惡臭發出臭氣，在攻擊的時候，有時會使對手畏縮。特性黏著道具會黏在具有黏性的身體上，不會被對手奪走。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/db91b8849e602828aaff3939f9e0816dd9ce92ab.png
89,臭臭泥,毒惡,地面,身高1.0 m分類污泥寶可夢體重52.0 kg性別/特性毒手貪吃鬼特性毒手有時僅是接觸就能讓對手中毒。特性貪吃鬼原本ＨＰ變得很少時才會吃的樹果，在ＨＰ還有一半時就會把它吃掉。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/d83b601f999b3df4c958c5e5bc8f1e5b21b2594b.png
90,大舌贝,水,草電,身高0.3 m分類雙殼貝寶可夢體重4.0 kg性別/特性硬殼盔甲連續攻擊特性硬殼盔甲被堅硬的殼保護著，對手的攻擊不會擊中要害。特性連續攻擊若使用連續招式，總是可使出最高次數。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/36918010e6d91103c9017f4ce4d1764c9f145db8.png
91,刺甲贝,水冰,草電格鬥岩石,身高1.5 m分類雙殼貝寶可夢體重132.5 kg性別/特性硬殼盔甲連續攻擊特性硬殼盔甲被堅硬的殼保護著，對手的攻擊不會擊中要害。特性連續攻擊若使用連續招式，總是可使出最高次數。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/d5ebac9e1afe16f2a1d16a7593e022fc576aed9e.png
